"UID","SITE_ID","UNIQUE_ID","DSGN_CYCLE","WGT_TP","LAT_DD83","LON_DD83","LAT_ANALYS","LON_ANALYS","XCOORD","YCOORD","AG_ECO3","AG_ECO9","COAST_REG","EPA_REG","FED_NONFED","HYD_CLS","MAJ_BAS_NM","MISS_BASIN","NEP_NAT","NWCA_ECO4","NWCA_ECO5","OWN_NARS","PNWCA_ECO4","PNWCA_ECO5","PNWCA_WETCLS_GRP","PNWCA_RPT_UNIT","PSTL_CODE","RPTGRP_10","RPTGRP_12","RPT_UNIT","RPT_UNIT_5","RPT_UNIT_6","RPT_UNIT20","WETCLS_EVL","WETCLS_GRP","WETCLS_HGM","WETCLS_HGM2","WETCLS_ALT","NWCA_ECO4_HYD","NWCA_ECO5_HYD","VISIT_NO","MICX_DETECT","MICX_EPA_COND","NTL_COND","PTL_COND","STRESS_HEAVYMETAL","STRESS_NONNATIVE","STRESS_PALT_SUM","STRESS_SOHARD","STRESS_SOMODF","STRESS_VEGREP","STRESS_VEGRMV","STRESS_WADSUB","STRESS_WOBSTR","VEGCOND_2016","SW_SAMPLEABLE","CHEM_NOT_COLLECTED","MICX_NOT_COLLECTED","WCHL_NOT_COLLECTED"
199721,"NWCA16-3541","NWC_NJ-10064",2016,"72806.5411701171","39.8001039942658","-74.6845725479139","39.80008","-74.68451","1793663.43659944","459794.638526774","PLNLOW","CPL","North East Coast Region","Region_02","Non-Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
199722,"NWCA16-3605","NWC_NM-10031",2016,"460.293329470861","36.9736455181571","-104.477582883905","36.97365","-104.47758","-746660.724073218","-25657.4564568186","WMTNS","WMT","Not Coast","Region_06","Non-Federal","INLAND","Arkansas-White-Red Region","MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NM","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Very High","High","Moderate","Moderate","Moderate","Low","High","Moderate","Poor","Y",NA,NA,NA
199723,"NWCA16-4502","NWC_TX-10150",2016,"8973.5074306677","29.3015782448285","-94.9707567081917","29.30154","-94.97076","100038.088709128","-914312.653654507","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","TIDAL","TIDAL_ALT","HGM_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Poor","Good","Not Assessed","Moderate","High","Low","Low","Low","Low","Low","High","Poor","Y",NA,NA,NA
199724,"NWCA16-6016","NWC_KY-10050",2016,"18982.849435258","37.735382295646","-87.3651305608429","37.73527","-87.3652","752730.326947145","60600.8393335594","PLNLOW","TPL","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PSS","PRLW","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Fair","Low","Low","Moderate","Moderate","Moderate","Moderate","Low","Low","Low","Good","Y",NA,NA,NA
199800,"NWCA16-2284","NWC_IL-10041",2016,"13247.9319910032","37.7288588726266","-89.46617565392","37.72923","-89.46629","569960.690602695","45250.0191898802","PLNLOW","TPL","Not Coast","Region_05","Federal","INLAND","Upper Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","IL","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Poor","Low","Low","Moderate","Low","Low","Low","Low","Moderate","Low","Good","Y",NA,NA,NA
199801,"NWCA16-3532","NWC_NJ-10055",2016,"9292.25223966717","40.9229069617185","-74.8252261651722","40.92221","-74.82557","1754230.66942223","579818.577778412","EHIGH","SAP","Not Coast","Region_02","Non-Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","EMU-PRLH","EMU-PRLH","SAP","EMU","EMU","SAP-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Poor","Good","Low","High","High","Moderate","Moderate","Moderate","Moderate","Moderate","Low","Poor","Y",NA,NA,NA
199802,"NWCA16-4227","NWC_SC-10002",2016,"1076519.48756048","32.2678752349729","-81.1225919786763","32.26788","-81.12257","1388745.69736726","-476225.174259464","PLNLOW","CPL","South East Coast Region","Region_04","Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","SC","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Poor","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
199840,"NWCA16-1694","NWC_FL-10003",2016,"77.8806848636031","27.14481497742","-80.4220037894761","27.14481","-80.422","1546259.8537264","-1026130.9790119","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Regional","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Detected","At or Below Benchmark","Poor","Poor","Low","Very High","High","Moderate","Low","Moderate","Low","Low","Low","Poor","Y",NA,NA,NA
199841,"NWCA16-1765","NWC_FL-10280",2016,"57844.1150235313","27.1530202089082","-80.4195028519494","27.153","-80.4201","1546358.3324542","-1025198.47496983","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Regional","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Detected","At or Below Benchmark","Poor","Poor","Low","Moderate","Moderate","Moderate","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
199842,"NWCA16-3352","NWC_NC-10091",2016,"51609.6890336385","35.4629394158762","-76.6228397810075","35.462939","-76.622839","1731346.97037449","-51053.7672230061","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","ALL-EH","ALL-EH","ATL","TDL","TDL","ATL-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Poor","Fair","Low","Low","Moderate","Low","Low","Moderate","Moderate","Low","Low","Poor","Y",NA,NA,NA
199843,"NWCA16-3540","NWC_NJ-10063",2016,"34188.6290844225","40.5242425925443","-74.5890709633004","40.523113","-74.589179","1783439.34221297","540680.70219035","EHIGH","SAP","North East Coast Region","Region_02","Non-Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","NEP","EMU","EMU","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Low","Moderate","Moderate","Moderate","High","Low","Poor",NA,"Y","Y","Y"
199860,"NWCA16-3602","NWC_NM-10005",2016,"1382.36739984737","36.978785600393","-104.479978049218","36.97842","-104.48","-746819.793959922","-25064.9917143481","WMTNS","WMT","Not Coast","Region_06","Non-Federal","INLAND","Arkansas-White-Red Region","MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NM","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","RIVERINE","RIVERINE_ALT","HGM_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","Moderate","High","Moderate","Low","High","Moderate","Poor","N","Y","Y","Y"
199870,"NWCA16-2527","NWC_LA-10122",2016,"155760.911801534","30.2128623747654","-91.3230462283177","30.213212","-91.322959","449433.458414812","-802722.863319947","PLNLOW","CPL","Not Coast","Region_06","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE_ALT","HGM_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Poor","Low","High","High","Low","Moderate","Low","Low","Moderate","Moderate","Poor","Y",NA,NA,NA
199880,"NWCA16-2558","NWC_LA-10153",2016,"33474.4838600196","29.8472290845638","-91.9584277178141","29.84723","-91.95843","390141.13204196","-846064.622152361","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Poor","Low","High","Low","Low","Low","Low","Low","Low","Low","Poor","Y",NA,NA,NA
199890,"NWCA16-4891","NWC_WA-10115",2016,"5466.4944545706","47.1289252405395","-123.447862626091","47.12900767","-123.44804665","-2064122.28287977","1375341.81337443","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","W","WMT","PRLH","WVM","WA","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PUBPAB","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Poor","Good","Low","Moderate","Moderate","Moderate","Low","Low","Moderate","Low","Low","Poor","Y",NA,NA,NA
199990,"NWCA16-1741","NWC_FL-10256",2016,"15064.3770921051","27.8751807116224","-82.6193696967937","27.8751807116","-82.619366968","1318411.07622347","-979636.114612957","PLNLOW","CPL","Gulf Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","TIDAL","TIDAL_ALT","HGM_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Poor","Good","Moderate","Moderate","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Poor",NA,NA,NA,NA
200000,"NWCA16-4884","NWC_WA-10108",2016,"3398.86630671452","47.5077116788328","-121.802003677215","47.50768","-121.802387","-1932279.21421131","1380975.40498406","WMTNS","WMT","Not Coast","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","NEP","W","WMT","City","W","WMT","PRLW","WVM","WA","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Moderate","Low","Moderate","Moderate","Moderate","Poor","N","Y","Y","Y"
200010,"NWCA16-6002","NWC_KY-10001",2016,"18747.0002588983","36.6976748844018","-88.0581009238028","36.6974","-88.05772","702175.081883083","-60545.5081395945","EHIGH","SAP","Not Coast","Region_04","Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","LACUSTRINE","LACUSTRINE_ALT","HGM_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Moderate","Moderate","Moderate","Low","Low","Moderate","Low","Fair","Y",NA,NA,NA
200130,"NWCA16-2530","NWC_LA-10125",2016,"33474.4838600196","29.2809310909811","-90.9812423330744","29.28093","-90.98124","487705.556171887","-904260.862903069","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Lower Mississippi Region","MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Moderate","Low","Low","Low","Low","Moderate","Low","Good","Y",NA,NA,NA
200140,"NWCA16-1820","NWC_FL-10335",2016,"173681.311015052","29.3111484297743","-83.0380694878266","29.3111484298","-83.0380694878","1255822.56052662","-828017.907776793","PLNLOW","CPL","Gulf Coast Region","Region_04","Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Good",NA,"Y","Y","Y"
200141,"NWCA16-3828","NWC_OH-10005",2016,"36191.7833133894","39.834321082","-82.729350382","39.834332","-82.729346","1121935.077926","340089.147490907","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","OH","IPL-PRLH","IPL-PRLH","TPL","PLN","PLN","TPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Fair","Low","Moderate","Moderate","Low","Low","Moderate","Low","Moderate","Low","Fair","Y",NA,NA,NA
200142,"NWCA16-6018","NWC_KY-10052",2016,"43736.6135287514","36.7161788944339","-88.1322703678834","36.716179","-88.13227","695461.09328897","-59025.0149465417","EHIGH","SAP","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Moderate","Moderate","Low","Low","High","Low","Fair","Y",NA,NA,NA
200160,"NWCA16-4439","NWC_TX-10003",2016,"42674.8924574981","28.8489097552783","-95.4794870525177","28.84891","-95.479487","50866.9281944321","-964839.428298625","PLNLOW","CPL","Gulf Coast Region","Region_06","Federal","TIDAL","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Low","Moderate","Low","Low","Low","Low","Moderate","Low","Good","Y",NA,NA,NA
200180,"NWCA16-3344","NWC_NC-10083",2016,"19229.6915242198","34.9909262191419","-76.5410800500792","34.991318","-76.540618","1749290.60630322","-101280.675238249","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","ALL-EH","ALL-EH","ATL","TDL","TDL","ATL-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Poor","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
200190,"NWCA16-3897","NWC_OK-10095",2016,"35335.1097226469","36.9454416766263","-96.215115860666","36.94555","-96.21439","-18978.5577056674","-62121.7439715033","PLNLOW","SPL","Not Coast","Region_06","Non-Federal","INLAND","Arkansas-White-Red Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Tribal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","OK","IPL-PRLW","IPL-PRLW","GPL","PLN","PLN","GPL-W","PSS","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Fair","Low","High","Moderate","Low","Low","Low","Moderate","Low","Low","Good","Y",NA,NA,NA
200220,"NWCA16-1467","NWC_CO-10003",2016,"28173.2306576936","40.8727332829489","-102.282113820548","40.87235","-102.2821","-524764.115202177","395304.321475137","PLNLOW","SPL","Not Coast","Region_08","Non-Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CO","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","Low","Low","High","Low","Low","Low","Poor",NA,"Y","Y","Y"
200230,"NWCA16-1468","NWC_CO-10034",2016,"5243.66097589893","40.8681472512767","-102.28312699201","40.86815","-102.28365","-524882.55505853","394797.469939858","PLNLOW","SPL","Not Coast","Region_08","Non-Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CO","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","Low","Low","High","Low","Low","Low","Poor",NA,"Y","Y","Y"
200270,"NWCA16-4175","NWC_RI-10001",2016,"46632.2145377316","41.6220335668306","-71.7775556333754","41.62167","-71.77711","1981845.94036236","715783.593718907","EHIGH","NAP","North East Coast Region","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","RI","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PSS","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","Low","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
200271,"NWCA16-1269","NWC_CA-10170",2016,"93744.3031059073","37.2452412269098","-120.811236495534","37.24633","-120.81155","-2155514.37660901","254440.13664533","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","Very High","High","Moderate","Low","High","Low","Moderate","Low","Poor","Y",NA,NA,NA
200272,"NWCA16-3829","NWC_OH-10003",2016,"10531.8945094533","40.6165581059999","-81.606736368","40.61668","-81.606721","1202923.36215706","440531.791983348","EHIGH","SAP","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","OH","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE_ALT","HGM_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Poor","Moderate","Very High","Moderate","Moderate","Low","Low","Low","Low","Moderate","Poor","Y",NA,NA,NA
200273,"NWCA16-3859","NWC_OK-10019",2016,"23758.403857323","36.7881693761505","-97.7826106414851","36.78817","-97.78261","-157591.924827842","-78286.2518749414","PLNLOW","SPL","Not Coast","Region_06","Non-Federal","INLAND","Arkansas-White-Red Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","OK","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Fair","Poor","Low","Moderate","Moderate","Low","Moderate","Low","Low","Low","Low","Poor","Y",NA,NA,NA
200274,"NWCA16-4876","NWC_WA-10100",2016,"3398.86630671452","47.5005759640504","-121.808890851341","47.500552","-121.808868","-1932993.70657615","1380356.05311367","WMTNS","WMT","Not Coast","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","NEP","W","WMT","Non-Federal","W","WMT","PRLW","WVM","WA","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Low","Moderate","Low","Moderate","High","Moderate","Fair","Y",NA,NA,NA
200275,"NWCA16-5022","NWC_WI-10072",2016,"30764.6258844476","43.2345093324972","-88.0232436891748","43.23453","-88.02308","643879.35604829","669146.873809689","PLNLOW","TPL","Great Lakes Region","Region_05","Non-Federal","INLAND","Great Lakes Region","NOT_MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WI","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","Moderate","Moderate","Moderate","Moderate","Low","Low","Low","Poor",NA,"Y","Y","Y"
200330,"NWCA16-2014","NWC_GA-10079",2016,"39835.0764466043","31.5696633805278","-81.1780411105756","31.56966","-81.17804","1395694.07838465","-553871.738261764","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","GA","ALL-EH","ALL-EH","ATL","TDL","TDL","ATL-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Detected","At or Below Benchmark","Poor","Poor","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
200370,"NWCA16-4188","NWC_RI-10028",2016,"4755.39489063962","41.5544293501733","-71.447616599822","41.55407","-71.44863","2010174.94623576","715395.351950751","EHIGH","NAP","North East Coast Region","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","RI","EMU-PRLH","EMU-PRLH","NCE","EMU","EMU","NCE-H","PEM","PRLH","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","High","Moderate","Moderate","Moderate","Moderate","Low","Low","Moderate","Low","Fair","Y",NA,NA,NA
200371,"NWCA16-1245","NWC_CA-10146",2016,"20667.1421564471","36.5386654315191","-117.964786944467","36.53868","-117.96476","-1931073.46074509","116444.558689036","WMTNS","XER","Not Coast","Region_09","Non-Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","City","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Moderate","High","Low","Low","High","Low","Moderate","Low","Fair","Y",NA,NA,NA
